node,structural_graphsage_cluster
fe1a65b9b240d8294725a560dc4b87dea2e776b43a1261d749e76ad94540e4a4,0
e05aa368dc73b27650736b0495ebc247f79c82704091444ee429f90ce11dd4fd,0
1f486822f1c75fc3cf2e1dbb3fd6076313bf4ed3bb699f43ec80019aee38cce4,0
47f1df23726fdd10943c08fd8673fa01a31acd3ef1be089b357f3232d24a7398,0
f9dd36034e01f72e8821b34b6aa015e9208ffa3ebb206eaf7f3ce80463e43990,0
3ef0711af97a1b644d178a3ecedeae82244f837b216f77fa08b117956ca3f7dd,0
780bd70db5b9ebea4817f6a95374ecfed9d7e87d67c0aab2a7f271f7f3761075,0
86c173f161d0e419e4e50bb3e5946554ad5862a876e524552de7123213adea62,0
3f1148725d87a5354a539132f0233185ee7a84c1c237a60f9f4137a960c952f2,0
1ef210a46d9f49c79968efd6ca5cf1cd0b2bbdb3e8a68e9f54a986c9d9f54806,0
5b04e47953c327ffa5e4984582456b46e98ec1549ac9b649cb57be04b53922f5,0
f333a5bb2a37c6df32933dee2d4fde126040afaf594f9bb65023a9307a3718f0,0
1de993feb0e1531de1a311a0e0495abe2de384e9a0785f087c69baeafd70963d,22
69de6191f9811a616676d73edbbeb96c8fde09af76ce57c252afa597df7bc106,0
fa7d989c04dd731ae6551fb62a8604b00882f2d4ceafb8779ef8201742b218ce,0
883080a919dcc81e8a848c3be640ee0387f744ac39aa1f16c3fbea0d4ff4dd7c,0
6c7bc1e260fa9ed9a5e78362f3c9de9448ca435a7ece77ad4a2417afdb4d68cb,0
90adebb329b9801f37dec306c6c75764e240fb2d227cc82eec146d597141a148,0
12a2ec9852d6ba419b80fb3038935b22c283aca20378d5eefb577e0ff2c8b900,18
8c47801326b3f5317ccd64c263cea125af41be16217d0ebcd5705b8dce3f8fe0,0
44e8057180e8abf13bcf0e4c41bf7dc572772cf689a39e2740819704e95cb78d,0
b0aebf08055837e193b11bf7ed6429bd87470069244869eaa74db55f98472f52,0
0410b8b8595b13367528d605b3e0e9e1e61fdab822436d2ccd8620e361c15049,0
24a0b7f806dc66ee063346ea93d71e492f5f4e48f3fdbd5744988bb4cf5c1753,0
8a857b2e022bbc636ab76f47bbfc9b2cc0aab805e47edde870a806925d93030a,0
9e3e22e5eda0b147a615bf524ee7957a96f76f0ba05c03876c3ec76d6aa02558,0
c4b2568a8b59d172359ce183faae06da549c77c1bd89d1272102a9306b521094,0
c230266ed255c4f0634a727287ae6d2507a5ba03beee034aa6a83eccd64a6042,14
8358ae8ac68242ed52c8dc9d7caa92f1cb3a91ae6387a8ee62accd7ee7c976a0,0
4fadf15366127912ec16399bf9d9c61cc3c4a3933ef41b06d811f5e39888a50b,0
95534f7da71ad1ad95c36218ea988e79086fe5b1b5f50160fa6952530cf2c153,0
9513923f62d0c2cf1bf1445daf0a0abd6dd3afc1f963f82b817996742a58fd43,0
bf0f7c242b019d34814c5aa75b278359fe29f436ee4ee613f2192762493ed551,0
c1f2daa2cbf0c0b17e46156eab1e74d38240ba8b4217578cf19a4ce959adc546,11
ad4ffa93426c110bc18de8bbcbf58bb210acaa880ba056d9e450db24fb63685b,22
c46156711f7b8cfe78d1ab3a7eab2883fbee27bdc1e507f7e918e07093b4dba9,22
7ac71051263136918459e5d8f55a9cd42fd5a9ae0f22137447eddafac193e76c,2
e6bf407f31936b3e20f9e35fd7fd6d26e149986ad191b345aa4591421cf0157d,0
d936e0d7b6c839b0ef31ae8fecfca10c34886e202a1432c903a9966191bbfdfc,-1
18b721739ce76c35d0c0438d658320612d7efbb03a5bca678488b8aaa001e4a0,0
c044dd05932910af5b0e4e4184d13adce4b2de5596c17810ae259b2a55d4cad0,5
273203e61ec33807b4a78fe9d4f83f80778801edd1c88adc23d83f033737347b,0
96988f74e2d076070201285bb60ad84b5e8b79f0fa7bffc3bf24a09f3551ba1b,0
9d1ae46799de07c220a1d04b6a715ea4f22bd23c81f05148a8bd96b7f1b91d12,22
fe97cd713b05e4d2b6495ad0ac444490071389bc29fa8a0780336756c383e7ca,0
d7f463a40a080cf4ddb73543cc5b51ae4eedf679abf90f19ec96aec1a89640a5,1
00b466ff960da6e1bb66bebef86d36d2829fd53183af137517b4ab48da236d4b,0
86d9d7913dd4f6a47c34f42181a7fc81f57036611d14f07e502fbebf758be0ce,-1
f7f99683ffdabeaec31b4c92f5d147a29679c481331c90652e887fedaebc5423,0
95159e301aa9feb6644be61112a67535aa8954d3b5322e16c3cd9c8ab2c3fb6e,0
d3c417d9c385ad4c6acd73af540a1fe5ab219e5ede9520e2d9237a1ecc452581,0
441e211c511e2dbf9ece6c74ab049f3b61931e9130c5a6c9efe516099046cc85,0
5d9e6546ae22f0882fe6ec7b521c9ffab4fa3ea48f1332190219a088818b3f57,0
8c8a032851ce93b9b92e196e01fb007a3e11fd7b5bcf167079d960ba70fa60f4,0
a7d323377b6a5db97ecfc1ec19287ae0baf1c4cc6fe7b808f323ba0cbdf6f529,22
c75271994e6ec9aca09ea8a57b9e287570037943162be3be32e6c94764f3678d,0
98c7fc308c226d7f82fd367bcb181d1a77501825d05304d3360f911fe35d976c,0
5676a58eab188daa6736a90aeff49bd0131d8e45f354fd3da2c0df94ccaa9dd9,0
78ba0427f166515e2455110dc1a648798e09529aa6e33d895c6fb5b4cedf4503,0
0a16867224c0f7ebe285b7ce848956eca7df351a9f610d8de7b092827c88b9b2,0
490aa423ae5e93b4b7843b469abd07c137b9a2cc58388f7a683d72ff4d510a93,0
0bffec45959c959dd9c3560c731d3a053a8bdbd8e09ee9459136802501fc2f4a,22
373cb2c1e495dd56a8a88c49539ed756c5f25a2e94d28c8edabe96fc03b5d128,0
6cdac7bba0899276d0f144ac0f0f4cf9e866e389a4788cb9be51e26d38999792,0
89b1c979d9b1609670d5297421dfe0979873e20dac3b0f98e496820328fc4878,0
20c6fe69e16ffe4cb80037ed7ce8d6fd40b2dffb80dc8ab26e33e61294bcafd6,0
72eb7437851c5e41b2e7cd60370bb305601d3501e6c62317ba6d860a368542bf,0
1c57de74ea7ba1b49d01c1be5d04b73d9a3ed6ab5129ca4e90d51b7311c156f2,0
ae17359eeadb478dc96197832e617415046f21dc71c38c3337261a56af43e2c8,0
c1196b7352daaf2a677d327d61d6274d602a3a465215d03fd7435ac43868edb9,0
685e898bf7ed64f47f5ac379cc2a96676af6781b9526bf8968707fc0c8c09cf8,0
4d27d9219a58736ad0deca28b0ae0e338981c1b4088cc8a557782082226b51c6,0
6c5daba1726fa2d03bd4b5b09b0d47c6f691dd470d5234e532d750052e3a2054,0
f01c348f45f9dd14765bb52ba4c737e998b0f837952ab0ac73fbbdfdba0f95aa,22
37898d06e252ae6289efb7df29f653f17d48886b792be7ef74d664b39246cbc3,0
9f4597a449eb174aa4dc6aa701146b23ab8f6ae63736eeb5ffa991ea6b1bc615,0
427315b4bf9624be9b74da779db28be487bbb579141016c63a9e5c8e6f3e1c0f,22
9004d256c9d3104c8df67a9589ea649886bcde04c509ffcd4b97f9e00ee2678f,0
23235a687a00f09bc39f724f0cd806053a29989bfb8941da2b4dd744a2baabed,0
69235224a7d0256389cc2feafe169ff576870e810fa32437631f76d9cd7e9465,22
428dfa9d95a2095b00a7206991c90ad115b27e936d6bd7b87f54fed0ba58953c,0
8c04a7261d2a5713a048a0be5eae4deab770a4324ec990da261da4873d07888a,0
68b5fff6c1e30a45746b9aa0a30b24a5b9eb72c61201aca18bd3b883a45d5720,0
fb9e578f9bd0e4f966b3d473c19095028e578686951475c05e720d861db2ea69,0
1e8b3ef4f96e6f1b4d4eb3b5551f0ff56222a4234e1deb173c35172d1d346c0f,22
5b841f85b00d36ed37376679cca374aff318cd37feac3bbdd265ef591460d95b,0
fa22c9c4effe11bf29eb96f34a016873130a5d365d977f807f4961dfd689220e,0
c3303d916a1b3e6191ee0d624d44410f14380dba7b9ad5b047686a4290a39235,16
e15e7b66ee8ade63a151522906baa44142b5b6ce7f244e13545a1116e266e081,0
f51f6e31a8ae994ff173115527d8f3fa2f26f89fa9ea3b3efb06ebd25ef80704,0
65d2849103400a491f9baab631113e7a6f1d967fe212d4e408a7994a972506dc,30
3aff849fe23e557c2ad993389ec04bae477a1fdf84c6ec9b35b9deb6040d9c4d,0
c76773a90118bd8be7ef21e150b57eccc305cef5565f09756e3e33ec7cf9be3c,0
be5832120a5f413f20559b7b8baca6d613da444b7c7243fb7635d9dcbc587ddb,0
bf55159f068ad8912c8d72f183e974d45e16da972d6584eb5cebd41173caec91,22
1e6cd457e508ebdcfe46ac3b3d0cb9503d18904e66810e551072c356f3e01101,0
f0ccb4ed4e85eb12decd28c75397dba380c7d5a6e70ab3727dda29de398c2d95,0
2b5818280a0f4ad9b9c8fa305b9011c85566023f204da965446233c36894e608,0
729642ea9f09e3aca3d7abb99b4841adb9093e73d84ade876a8204c83e3fde48,0
fe279696394138691db6787aead0aa036ef502dff629b06e0aa9420ded487e21,0
0e96aae451edd408d1e519e186dc1f09137a89869b7a3a32745f1845760d6bd3,0
ccfbc9467f9280d9c6f1ee0d4b13bdb059f91e350c252055e8f3f973e31b1afa,0
62a5c15833a95f1e4f79de8bddcb0416e160aa6164779a703c6e5d159e016978,0
64f080c15493e7305dd73d49f0f592290e9dae9211ba22d62625be8446c83f86,0
151eb5b8c95cfe930e0f1bb2a8dfa011747acd7fc83f797293d698ca24ee15ef,1
2fa36888b05f410d5ce7c094a4c5ce616fc3a6b1ffd870a8b9e11521500a5774,0
c9e95688291c76b0747d9c9824bf4ca3363a1ab85f5c237493bed0f52ee49e8c,0
9978d77363e1487020b3f91fecdffb5fbec5ff66e9d02500c5ab7fcafd2ac87e,0
a386cb5c6886aed4b35373237ac481cce4e1904d7939726c7fd7b5efa7ed4ce3,0
e8decd870737141212c4fccfe111fa3ecd9f71eb3af2dadd4f68ad76d85af3b5,0
5aad4b51d2e373469b6aaea9e5168f2cb5b5adf3ff098ce912d3406169d0f196,0
00c97c1b82a8190d4bc56632eb971ed7f7c81a2c9523e09a8290230df5130f0f,0
e9cae2685f534ca8b76d061ac5c1e9b937ef39720dc4abee9493cb7edacc2da4,0
6716038f2197883020d2625484507f101acb17069b01dff1a755d9eb9605d391,0
55d5bef26feea9fdb46a09b7ce49793e2401a2522b84f2d80191165eeea65890,17
c16ffc9fbfbb16a581988dad30cfcae010d3ea6efd0d389c202f5aea07dfa2c0,22
1f67581efa16885f4b180c673e5d24429289207d6f8cc392aedf295e7c8aa07b,0
8575a931b32661f5516f831a251e60df5da35dae3cc62aed597fa86b8d144000,0
23ce63d301e8870d143286e03de3d3c8a8fa6ef180d087834685eb814cd43508,0
352396c767ee6b39bc214928764a4c66e3ab8aa39019b3c19cc57a51bc2faf35,0
9f7bea8ca7de7c9b7cbf504a3bb61f3c9eb6b4ec24ca4f45d98682231e480f3a,0
8440a0e6777bdc5513feb5f5c5ddcc6328041222f1d42171ddc7d2f37c08476b,0
8926336af79923a05f91f4cfba45fda79463a12c2aa5cf08c17d9ddf2e08aec0,22
349933ae926a052ac35b2f2d7864e58b12556aa4ef3bd584a4050630e873e8d9,22
bfa6c88ff118306553aba735e32393eeef5b8a8d7090e6c29caf8cc64b3a7c4b,0
2967e2a7e47956bcbc55a9820e703fd89fb09803e20a4fdb7accd7168a3b6b7b,0
9491b93862c4afef270ff25c19d50f45697b89f1725d8eeeb41bf212d2a58813,22
e228e2d9cfe52030d49dc1d07ca455e2366d605399df27d7bc4cb0cf0e468fad,1
6246ff1e8d6994e1b49d6cc7233801d2b9e2e7bb9508fd461c9dc4258ea44479,0
7b62c2949dba69a5b6bc2358bc34a069e1ca77f5d141cf0da16386fb9907fdd6,0
ee6c3516868b354d4fc72003116854e2e64ac6394c6634c79b3fe942db49045b,6
59f56617ec6966977e9267dbe64fd9b3248a0506bcf3c9de202526dcfc9ec0a3,22
cfa3a8153a14d3acdd488c019b095acaa82dadea4239ebf4bb6d6415e7bf5408,22
e23bef890bcfff461f91e96171841bd3a2c0f713263d460f0b9eab38a38a6d44,0
4a56580388761288896c86c71ba71cea55d1dbc3941d760c1a0de8bcc97587b7,0
e146c2aa1f8a77f9dfef8b39e8546071f9264df064b26e00d4a179884cb971f8,0
651a41b023bec4da7b0a9586e44efbbdbdf11bf7020eaa9bc039a7e99d379d30,0
4d0bb3964a0c970b7c5037e2c52cd74c2ab43fba67c52fc6f8aceadd4d461bfb,0
b0066b965c2742bfbbdaf0e456f3586b61a14568237d21ea84985c8ec6c5580a,0
fd6c62bdf64f60120a2698d884fe7ecb2157e15f0bb0560cac8b2b52832757c1,0
55bf07c3419ecdc41adc001502da6c230b9f0f935a3c1330af32c29ccf21fd97,22
edcf00d2117f0b8b8566d2755cc31a1c7918a976acfd3e22dfc0a42844a091f0,22
05f8c5eb642530c58cb457f58f515bb30da0f3ee64183b8f7ddbb85fca098a87,0
747547d6de49dd2adc8e8e64f1f4c3be8100b07e2f98926dc369a586495b5ad4,0
b21c03fcf421c5785fc263f596fc5ca2bc4ff6006d75028727ba9fd5264a6222,0
d0bf96468bdd8dbd9dc22e302ed289f7832ba174e278626c2fc8e4d332f5b506,22
78116304d7dd037dcf4ca14b4847356568f334af7995672291a0097a5946ca10,0
145600f5e385d9b96b9887d9d322589ac220fbd5c158ba167b0d6a3f8b7015ef,0
735be8b752b9e85cf2594d891a305e0f1cb2cf78c71bf1244786ec66531ed149,0
9f7996b44151322965fe524eb3c391918e5f3f4b0aea0a05bceeb04fe43f4a8c,0
70eec5fed73442e53e42ab54e82690ccb8f511d7f7e88c2e6a285a9144c90d85,0
b76605c7f6a1b2d93f922b0fcc3e673e29d1babc77470e1cf03516aa5d6691e6,0
e3f12278b4af9c95b11e0ae831f22393a9de6b6fc7299a70a977e4bcf8cb2400,0
1084d05fbf3b3307d8e54e07fa980f856fbd62f6cf9a0af0e735c6970d80bfda,0
ec861c2a2c93cd6e11c4fa8fcca5f86ac524f2d9a6903414fc35019831af69d0,0
a4898495db8a44d2573a7ff65eb27d369b0f8a42c5e7c91104173a0831e2dbb4,0
3f33de8487f657d5f1d11085533a229dea1c64838e72f3c11909ecc026add739,0
8b9a625d26f0d11824eb3315ee61888ce093c6b92b08dd76d6352a8815bb5b69,0
c561fdb9d46a5f154f199248172f5f82fda36ce889fb91d8a5b927d3b1fa6c15,0
a362714a74ae7a5de916bcb60ba47e3e00575b751a3a86d1224c208188a00532,0
f95136422b15a5f3b89d9b00220511ea9f09feb1c80dc6571b85be14c47d5345,0
aa7043ccfd2af5a3516543a9b8cc61f1102ea68490eb8fbeba566ccc3e6ac618,1
7a1a5fa757d5b6bc189379045c2f493cd95079fd3096d3a162790c992788d47a,0
4cd469aa8f1434abb0034803b06285686b1c29892ba3dcc6c180c0dcb64ad9d8,0
fef3dfdf05b4d995205ba9770b45d909ee9240e09e549b4b9ab3df2b6e12182d,0
1d180f53d62f8c0b838baa3709efb5431d764e5eefac27caf80609a4015c4319,0
cc7a7b0eb15175a2c9ab29c5d521f0fdac3fd9c04b5a85989f09c2b25748e2cd,0
1cc531713136e6ec93b133b9a7700ce2e0f1e5022d09472c361f68e23865891c,0
5fb21177da1dd3248cc10c8cd67a1a637b6da0c000ce3780857c0456dcddd5a7,0
1c7e883c6fc5f0c32d21b044e7e80b8fddbbde712744f0de2e15bae7498f3541,0
073e39a33cf9f4629b12b39a4768366d9be0809b2f70affd5d5525d4e9ce5ad8,0
1185e59c4e1737df365df93aadfbfab8a7153c2c3ad6ba6487cd53480147b1e8,22
c58b40fac394d49e128af0942644b8b90261087ee4e7902492ce78f5a790cfc1,0
8c6c7a6ec94bdf3f02bc3102a6c4193666ae468e37914793b0898c759f31a8b7,0
27b6fc1199ac46ea902eb16ffef1741ea5976a33619c75a683630b8bc4154910,0
bf858ecbca44dd79660ee10d8ad52cd932f8ed0d4b2ed238ecf143549fe9225b,0
481d27f25fef7a8ed3395379e20ba2a21279bba40a6ab9d755fe44b4ba0bfab6,0
6ffa986ba72afce5586b4c414e63ddceb947cc8292f18a7d4dab3bba3ac5733c,0
b96e14714acbe68c6405a455b3f108c627ff7acbd9c52570380d3d2a6f103fb9,0
c3368d1ae09d678baf82d87fc1840a49fa45b07d72dcd6abcb6cb1fc868d5eeb,0
961ecbdbcb353ff8500bdf1c7e8e52c1d2b9d1e80e67ee515bac91efa07c0419,0
2813f531631e990b584d367c2d51ff839477a68eb654042006bef79e949395c6,0
5ba4d201c75a4101346d29192a06833196f20a7800afb221729822e7a28932ce,0
992d69dfbeaa4cd857c7f244f97b0712a63e6b78b8565291902fb887ec73cc2b,0
251317800a21b9fc4ed8efd4661cd3de2261c8785f77ba2cac66085b2ba13750,0
20d74b3ba0493ad3292cb6e5a9f09da3ff39952e7a1ad9226e37f002fefad225,0
d81754d373566fb48a7f7b9c92c6ae79747a520119bd3f6c3b697841c663c414,22
5d66067d96b68c9d1a0314a7dc10e25d2e80c109cce2bd4f5fb641748d85f492,0
7354adf3889f3030f5ca95820c844d379dc38a89ef5615f2700f44f22bc0cc32,0
f0fb12adfb37ad757957f312f6e1ced3ac89a52c6ba9a60ccf27fb76840ad460,22
d85f8a4602b3e21df23bba03f80d5b3ec9ef84c48234dae61b8d6653c943d7ed,0
ddc5d2431e04dc038aff38b60dbb9baf7b9e225f41e2913d7f3251b9c102807d,0
4527c7eb4f96ccb5f5ba2f447919faa6efc0cfd3aa5d3d09617d06b8c1aac8df,0
5a7dac6fc176a1380570e8ca1c3a474a3cff65e14d036da7d598fec4ca7284e3,0
5856ab04c3c45d1824df3d95a530564bcb84cf579577d94b92c462b7a828b5cf,0
63f82c8d3be3be1f8d81cbf356da3ffc676eaa71c5182f3a3adc94e22bbfca27,0
2f3462bb9887c16609be1825d1bdde8e84a8a3e55456dc8a51f73095f181857b,0
140ee5cbe4a75cb4b608b9bb65df950b16a79bcbdb23be38c4d6657b9da14c12,0
f9ae759faf222bdfa8a4e54aef91ecbf13b258a8748423018413867e97aa9c4f,0
be872d59a0c4199c0a52d697a855f6e143231713752407200e3b80e0430109b4,0
026f4a4216f33a51df5cec85f1e332cb99a1965d4a81913691669e55cbfc9251,0
882a5a691b270a21339f10b03664ccf6a2b6aad9084e29c106b4ee03e0769ddb,22
bce5f429d7e9197cd1e257e6c3e95e6a2c7b21f503c3bc7a809839096beff1e2,0
3ceec6487bd59417016940bd8a382ba77ac607b9650ab4fac37cc393b2e557f1,22
dcc117182c9ab3ba741ade5f50813aa01dec1657dff1fdcc09986fac10cb4e01,0
a05d6ab06b3ee2d45e94d4ecb2491a4170e2f39e92e6287cb2aa32439d16705d,0
22407794ccc32150d63b0e9e191a4c1f79050020d4506d3c9578f1b7c7691efe,0
c9405c31316e4a4b7621c5526af95d25caf0651482d2e5e4814243ab69d5196f,0
1955485c8b22a5b762c2400a9d21540c7bd9a2743525e1ad4abdb3d7a8af61ca,0
e7a35729f5be5b0e27ef8b1dbda9292702e11409ebc66b7f6629a846ae9e2fcb,0
35936128ec501bae09c360b1c6eab350703adf0cf9f49947e99c5d386d5971a3,0
1d1b9e5249bfe1f7845138059348c9a1df42ca3327216d469b20cd633723439e,0
2b9b306d764a114fee9535d8b95c8c8bbae53c8ed95f32854b74d425ad87ef32,0
020f857401e5bc69a199d6c4d29768c3309913995bce7669b1abbc1d970a7913,0
1408fc363dc9bc6a0b0de5453db08f409e86cf4cafee3bfd2614c21485d5580e,0
a359f877b742fe0583a0cf5dd52230fc3e7aa9c4226536de38aac801ffaf1254,0
f8561ae44cea554a09cea92ea1ee13a65fec7af0e36af3c268cf9cd895626829,0
80f98bd69e631e79ad683e0a4e8ea3bb400a94cb221630c0bdfbdd952fb90f95,0
aaf6d2d9e97786edffe1ce6f56390ee6d02c6298b9dde7d28258342e82ad8ee7,0
5654b69f37c630931ba119ace3c05755d33dbc891c61134bff75c489ec8d713f,0
0581f94e23892bcb4ff2e066b297974f4070dcc1cb20360af18379a2842fc0cc,0
af557c7b9aa0c49728f44ae6fa86555130c8048aefc5d13af59752e201be1e18,0
9aca170950593ad2759c810e33abb79e152f9e13b8bbfe706a1b323317c52e03,22
5355b45465977fa43b277f73680f9965611ac8d6f859b77644cc4b61876b1511,0
8ea3fdb9aeedd042e052c2ec845b6ad2014725413dd3ba83260edb0511cebd5e,0
b254c63d3bcc0b3f6b1c28f9cff87b12800994e74fdf1d6e4bf5ab0bf5301fbb,0
ede5fd934dd9d91c439bf2bdf119f1e4a72b75d9d8e5e7326fe2b0a55fda886f,0
97169b34912771dd9ece235402b76cc09582afd9bf1752b6f9f0cfb1c44518eb,0
58466c64f6fecb690a6e78dbba8f1ac2846cf7e9f4f47d6a662f9e3413b883f0,0
ea89d2f9f239e8cc56063128f9b041ed1a9492338f09c1355d090e814ebddfda,0
85d4baa7aef6b6ec5f8512773d6abdc256fc967cf78f2904ba83f584c4375984,0
056a9acc2ab335fad7978f95d0e4601066db8ab36d24fc9ba19755bd68398a53,0
aaa3ef6bc80aa750adc3b0bb9cce5c3202f502285bfa680b39254b204c4b7494,0
24e7f951cf5e1395c7b8580ea6c98faf68f62d9f2b990e52c39b354746d9be35,0
b60b4d555cd36fb773d0d0d8b88e215bdc685a3fc3534965bf698601cb91d5be,0
66236d12e1f7585703903562d9572cc1035054f7061425ff1a825307926d8cf1,0
ee0b1ada0c365395f52e8744e1f7af7c94ba65e65c341fc41dc08812e860ffac,1
0634a0e53b909e41919f8bc63923e8c057a032c4160119def35f38a6b555134c,22
ae6f1c99af0420e1e3e7cb1d9e589a0e07d04cc37ecdbd091b118e2dfd29cdad,22
937a88cc3322dde4c6f0e75261dada2f00d2a6ba351a361125431ef5dc2cc7e9,0
2894c3ae699c15363cfa058a8580c99adf2e877d3037d7075b98bf346ad14376,0
edfa634839c4ece9cfcea2bd349f50637662e3ba751d17017c69a4e9504655fa,22
426c037d6a17328f137897eab25988d72a51baa821e91e0f3db7cf5b4e6d45bd,0
1c401bafc5072ede52ab2d16cc1aeeee75af1b353459f481b08aadf9dc1421ff,12
8129935afbce6a6d5ba17bf9a2c2bf04634ec7639a00cbbf0d510c5f5cb34c78,0
1c06c38de7eee91393f57ced77f8cd5fb94080ca6350fa3b75bcbce46fde9482,0
77acfce76415e2b27d58564cb741d80efe398dae2edcfec09be3d93d49412423,0
0f875805d5f3c5dffcb2a6084b150d1caf8928bb9a8242da7501569db8b4ed40,0
edbac8f335cb64545ee2ce6dacbe62f4ce9dc57294be40eb07c985db2e681eca,0
e738aa9efab35ccfeaef3047de557573d45d431998ddd34fa83c2127b2ff570c,0
a425016409383947ad77f30869bf3e270da03494dbe56f9c8f232f2adee69633,0
3b617f89f96c892b8dac6c2df9d9f1e44b024ed9279a156adb177672ed21ab30,22
a2535c34a71ed00e2d3476f9dc36a4e17e6550888d22ab8ffc7515e8172821ba,0
66dc3c4f59ec18141c25e7f9b6c3d7787c9fbff8c6ee27060c363dc88481e668,29
6f33bf03089390684ec6819ea3a5db52fd0f743c64f590b7138979d2012cb7eb,0
52c4febbf0e13faa49076a1f411919656870d96b6daf3855948430a9be4ff7fe,0
4aaa2b62bcebbdaa30ef9cbccfc81665fb004ff779cf96a6b771cf5d89ac6365,0
0542616761d17b8f2c304862e48b12e5629750e29ce02e136d498ab412b4da52,0
9cf4f353fbcd483629ed13bc5b98a013158f4c527f0dbf8753adc22b8552fe28,0
431ad44f1ae33e410c7bdb3a669265ae6f0db6660b767f9c3fe6071195619501,0
afb1fb1a40d0238fc81c43ba07c700dab628bd6a1a4a35d19e01e8ae9556a98b,0
e6c7a1fae45a31fabbba7a182550389f06b266693203cac6795e90da58bf2c65,0
f36985f98f5fe8e825765fe7eecc7b43e161e1c11bb0fbcc85d28d672038261f,22
9fd1d7dae4f0b314969cb7c33f78d73b0a50a21fa5743227b195c52dfa1b93f4,0
519ff766aeaa9a28a8c694f9a3563f2233c525587336e46a71f90091d97dc05a,0
9c52645d95ed9ae8b2f4cd432ee14c524c5b21b612fbde93c886cece5da23128,10
17b651e77981c80a259d9287e38a328f8e513061908fdfdbeb90a9f7c97ae4ce,0
650394e14922f6593756c541b9a4d2a5c89f576a5c2719516bdf7408439672a0,0
d167540bef27afeb3d5b360e1f104a1e75edcd0ab77b09d87941ea2621ecbedf,0
048dce224f51043fbf3fc01ddb2ef7cc8c3cad9647b2a77dbf6a5140ffa51f82,22
0c0da24356241bb126f29633fb695434d529d32a4f15a99bd23c25daa58e070e,0
7accf4a235b666c877967e3d96ac450d3456f0c84c06ca7ea3d2c9c8767af8dc,22
b1f387f230d736fe7b8de18aa05395530508b89a8be561e384f5baea044f89f9,0
91b9d161bb51cb6784e0ccdb6daf7a7386da37d0611e05cc3e48309846d80a08,0
600bdcb3bbae504214486e8a483dead4ea1d7c37f6a66aca945bebb4360e53c2,0
a0ee53d57821befaa6cdaea9ed504bf244b50233b15d51a46f57a917563cae17,0
470c8590f20be4ae62a5301224ef83ac014f55539d1e54aa562220bb229c2b9f,0
3e0accd51bbcfb5c2cc6b076ee6e84e5366e6a3d8402ca16d6b67c65d20310da,0
373d887edbb7b42a852e88a70db5af1e377a004ea3bf9735567fad0eb55217f8,0
c6f1219b4d73d70017291cff1d714fe9e985770e0045c3fa70c26f64576c20a6,0
a560c23a60b876bae54f389f1e9512636256c2176a518419f57e0d5cae2d880c,22
5c5a5c20e4d4e0b0b728c1433afd00935c2dee27c0cfd3223c8f963518eadafe,0
ebbf86768ebaf0494a1089e84a6cafb58f21e85538d36dec89a3ff78a878eb4d,22
d0a81974f8926beeaac14abca36493a2676586a587b90a6ad0bbf20ed598cd85,0
87ed3337d9db2a117eebc84c0078c1656bbe382885aba5c942c7debe3cedce31,22
1f043aec40e3271ffacb43fbc8785092603c4de8e9b6c04822e7e5f989551461,0
c2eb2df14842b2889a6d522fd42edf288b21d88160ba7ec2d3b2f9e865aa8a49,0
deeda0e04d8e2c1f01ca41db94a063a79d343ff171e11cdea8dc7b1cedf7df7c,0
3ad1f3fbf539ab75ba575095fe1b454c07fe82ed93e5a32be9f9b5f110ca7746,0
cb3c740ed87bde4d889610cf05aad35b3b2b0fe9e8f6a808f93154198d54a08d,0
621033fdb44e251814aabac047315943b1821d12ddac0b386d3181c4a79c307c,0
fef1a1bd9827c231f2fa592efc823e12263080f468b3fc7eb1ef94afcc422df9,0
66c72d29f7f905076147144d2d4a2c0f0d6d1492383be5cfc988dbc7ab9f0c35,0
f20aba0723d218eaa6412c5f8bfc280311add147c913c3c650a51b12ab666cfb,0
a0561b59967ba1b755a2ba192f560926ea7c4a358a7cf6682fa58f1804f1899e,0
c3299e96a160b3d2e8942e07b91aa8c8828bc2d7a8b001f8c1cf8786499ac6e5,0
485f73493afe407c740cf4a371903c9441a3dfb137dd794368957cbc41dd39cb,0
61dece4834ce55a4c1d8bcaebc81052448ab37d4fd318989a059f54a600432cf,22
e6533ef565f3eb3e1ef064cda8ee86d2ae959547acc0547895dc09ef136b72da,0
015202113961ee404bf7710b5706bdbbd62643f27756568f96a754a9a0c98936,0
5892c99cb1bafb10e219bcd2884fe13d0cfc36f2be2b08f31b25f0750035e873,0
f0a4b256f3f80dd29c2ec76edde10f1539aa0dc3a2c8eb0c6fcb8d59847fe117,22
1dcfcb07b08037f0eef8987152df348fda4906c398a5d8c496d3935b96f4d80e,5
0c0637a54fc7b29c07dcfecdea7e55149e6c36cf7244ffa92127b1affed01219,0
c256e234a74c762cc4b4276aa51672d74eb314f8b2b268c6d7726dbccb4d24e6,0
f31b32f0de3fb5a03c5ecf001e8fdad29015878cf4543ec455cd807ed9fb7ad2,0
a6cf274018d4038a75973130932017fe13b615edb3c5f81bbaf9d1517911dcf1,0
3c00657d43a2c2d4c8de041f2fbe0e97246886e434fbf0d5184063ee97a35309,0
900ba1ef0a3404714ec4155d538ada3eec5f580ecb09a5c6317c5175d86f8e2c,0
